Genero,Edad,estrato,price_plan,nombre_zone,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
H,21,1,68850.0,O,No Aplica,10,29,1,18-29,Internet-voz,350
H,34,1,61965.0,O,No Aplica,10,9,1,30-39,Internet-voz,250
M,43,3,55120.0,S,No Aplica,8,5,1,40-49,Internet,250
M,35,1,61965.0,N,No Aplica,9,14,1,30-39,Internet-voz,250
H,39,1,68850.0,S,No Aplica,9,20,1,30-39,Internet-voz,350
H,31,3,79049.0,C,No Aplica,3,26,1,30-39,Internet-voz,300
H,35,4,79049.0,S,No Aplica,6,4,1,30-39,Internet-voz,300
H,32,1,68000.0,O,Errores en la Solicitud,1,4,0,30-39,Internet,80
H,53,5,62250.0,S,Errores en la Solicitud,2,13,0,50-59,Internet,200
M,37,3,66399.0,C,No Aplica,9,27,1,30-39,Internet-voz,200
M,63,4,70549.0,S,No Aplica,1,25,1,60-69,Internet-voz,200
M,43,1,82999.0,O,Otro,1,2,0,40-49,Internet-voz,200
M,23,3,61965.0,N,Errores en la Solicitud,9,25,0,18-29,Internet-voz,250
H,38,6,79049.0,C,No Aplica,3,4,1,30-39,Internet-voz,300
M,48,5,74999.0,S,No Aplica,4,3,1,40-49,Internet-voz,100
H,31,3,58565.0,N,No Aplica,7,8,1,30-39,Internet,250
H,62,1,61965.0,O,Errores en la Solicitud,8,26,0,60-69,Internet-voz,250
M,47,2,68850.0,N,Errores en la Solicitud,9,26,0,40-49,Internet-voz,350
H,18,2,61965.0,N,No Aplica,10,18,1,18-29,Internet-voz,250
H,22,3,62800.0,S,No Aplica,7,29,1,18-29,Internet,350
H,57,2,63749.0,C,No Aplica,4,10,1,50-59,Internet-voz,100
H,27,3,62250.0,N,Financiero,6,3,0,18-29,Internet,200
H,66,2,61965.0,N,No Aplica,12,2,1,60-69,Internet-voz,250
H,46,4,56249.0,S,No Aplica,2,7,1,40-49,Internet,100
H,54,1,68850.0,O,No Aplica,10,11,1,50-59,Internet-voz,350
H,49,3,61965.0,S,No Aplica,9,30,1,40-49,Internet-voz,250
M,33,4,70549.0,S,No Aplica,6,20,1,30-39,Internet-voz,200
H,42,3,70549.0,C,Financiero,3,11,0,40-49,Internet-voz,200
H,41,2,61965.0,S,Falta de Interés,11,22,0,40-49,Internet-voz,250
M,60,1,63749.0,O,No Aplica,4,21,1,60-69,Internet-voz,100
M,28,4,71920.0,S,Doble Solicitud,2,27,0,18-29,Internet-voz,250
M,55,2,70549.0,N,Doble Solicitud,2,27,0,50-59,Internet-voz,200
M,42,5,79049.0,C,No Aplica,3,6,1,40-49,Internet-voz,300
M,64,1,61965.0,O,No Aplica,8,22,1,60-69,Internet-voz,250
H,64,2,63749.0,N,Financiero,1,22,0,60-69,Internet-voz,100
M,36,2,62800.0,N,Otro,8,2,0,30-39,Internet,350
H,24,2,55120.0,C,No Aplica,12,7,1,18-29,Internet,250
H,38,3,56249.0,O,Falta de Interés,11,22,0,30-39,Internet,100
H,54,2,66399.0,O,Otro,8,9,0,50-59,Internet-voz,200
H,65,1,61965.0,O,No Aplica,8,21,1,60-69,Internet-voz,250
M,22,4,63749.0,N,No Aplica,2,7,1,18-29,Internet-voz,100
H,36,3,68850.0,C,No Aplica,11,29,1,30-39,Internet-voz,350
M,19,2,63749.0,N,Financiero,1,31,0,18-29,Internet-voz,100
M,47,2,61965.0,N,No Aplica,8,13,1,40-49,Internet-voz,250
H,29,1,61965.0,O,Financiero,10,3,0,18-29,Internet-voz,250
H,21,4,82365.0,N,No Aplica,9,6,1,18-29,Internet,350
H,55,2,63749.0,O,Financiero,2,1,0,50-59,Internet-voz,100
M,48,4,63749.0,N,Tiempos y Procesos,3,6,0,40-49,Internet-voz,100
H,52,1,70549.0,S,Otro,1,18,0,50-59,Internet-voz,200
H,40,3,70549.0,S,No Aplica,4,5,1,40-49,Internet-voz,200
M,61,2,68850.0,C,No Aplica,10,22,1,60-69,Internet-voz,350
M,45,1,56249.0,O,Financiero,4,29,0,40-49,Internet,100
M,33,5,74399.0,S,No Aplica,4,25,1,30-39,Internet-voz,300
M,66,2,68850.0,C,No Aplica,9,12,1,60-69,Internet-voz,350
H,43,5,82999.0,N,Tiempos y Procesos,4,2,0,40-49,Internet-voz,200
M,22,3,68850.0,S,No Aplica,9,17,1,18-29,Internet-voz,350
H,26,2,59999.0,C,No Aplica,1,9,1,18-29,Internet-voz,100
H,58,3,74399.0,N,Errores en la Solicitud,12,5,0,50-59,Internet-voz,300
H,26,2,61965.0,C,Financiero,9,28,0,18-29,Internet-voz,250
H,40,2,79049.0,C,No Aplica,3,11,1,40-49,Internet-voz,300
H,31,3,61965.0,N,No Aplica,10,9,1,30-39,Internet-voz,250
M,64,1,68850.0,C,Financiero,8,28,0,60-69,Internet-voz,350
H,38,2,63749.0,C,No Aplica,6,21,1,30-39,Internet-voz,100
H,37,4,66399.0,N,No Aplica,8,29,1,30-39,Internet-voz,200
M,41,1,56249.0,O,No Aplica,5,28,1,40-49,Internet,100
H,51,2,63749.0,N,No Aplica,5,30,1,50-59,Internet-voz,100
M,28,5,74399.0,C,No Aplica,5,14,1,18-29,Internet-voz,300
M,41,3,79049.0,C,No Aplica,4,24,1,40-49,Internet-voz,300
H,20,6,62250.0,S,Otro,11,16,0,18-29,Internet,200
M,53,2,66399.0,C,Falta de Interés,9,18,0,50-59,Internet-voz,200
H,58,1,79049.0,N,Errores en la Solicitud,2,2,0,50-59,Internet-voz,300
M,59,2,63749.0,O,No Aplica,5,8,1,50-59,Internet-voz,100
H,39,4,56249.0,S,Falta de Interés,11,30,0,30-39,Internet,100
H,28,3,59999.0,S,No Aplica,4,13,1,18-29,Internet-voz,100
H,50,1,61965.0,N,Tiempos y Procesos,8,26,0,50-59,Internet-voz,250
M,50,1,63749.0,O,Tiempos y Procesos,4,26,0,50-59,Internet-voz,100
H,21,3,66399.0,S,No Aplica,10,4,1,18-29,Internet-voz,200
M,50,3,62250.0,O,Financiero,9,1,0,50-59,Internet,200
H,40,4,63749.0,S,No Aplica,6,25,1,40-49,Internet-voz,100
H,36,2,62800.0,O,No Aplica,1,24,1,30-39,Internet,350
H,58,1,63749.0,O,No Aplica,2,25,1,50-59,Internet-voz,100
M,50,1,70549.0,O,No Aplica,4,26,1,50-59,Internet-voz,200
M,35,1,56249.0,O,Falta de Interés,4,23,0,30-39,Internet,100
H,31,2,70549.0,S,Falta de Interés,2,23,0,30-39,Internet-voz,200
M,36,1,63749.0,O,No Aplica,2,15,1,30-39,Internet-voz,100
H,59,1,61965.0,O,No Aplica,8,30,1,50-59,Internet-voz,250
H,51,2,68850.0,S,No Aplica,11,20,1,50-59,Internet-voz,350
M,49,5,56249.0,S,Errores en la Solicitud,3,26,0,40-49,Internet,100
M,31,3,66399.0,O,No Aplica,2,9,1,30-39,Internet-voz,200
M,49,2,61965.0,O,No Aplica,11,21,1,40-49,Internet-voz,250
H,36,2,63749.0,S,Financiero,6,24,0,30-39,Internet-voz,100
M,34,1,63749.0,O,No Aplica,6,12,1,30-39,Internet-voz,100
M,30,1,63749.0,O,No Aplica,3,4,1,30-39,Internet-voz,100
H,57,1,61965.0,O,Falta de Interés,11,8,0,50-59,Internet-voz,250
M,46,2,59999.0,O,No Aplica,4,15,1,40-49,Internet,100
H,58,2,62800.0,O,No Aplica,7,25,1,50-59,Internet,350
M,59,2,62250.0,N,No Aplica,1,15,1,50-59,Internet,200
H,38,2,70549.0,S,No Aplica,5,3,1,30-39,Internet-voz,200
H,34,3,64800.0,O,No Aplica,10,5,1,30-39,Internet-voz,350
M,49,2,61965.0,S,No Aplica,11,22,1,40-49,Internet-voz,250
M,45,3,56249.0,S,Falta de Interés,2,4,0,40-49,Internet,100
H,56,1,55120.0,O,No Aplica,8,5,1,50-59,Internet,250
H,53,3,68850.0,N,Financiero,8,27,0,50-59,Internet-voz,350
H,62,2,61965.0,N,No Aplica,8,6,1,60-69,Internet-voz,250
H,31,5,70549.0,C,No Aplica,5,29,1,30-39,Internet-voz,200
M,39,3,61965.0,C,No Aplica,10,3,1,30-39,Internet-voz,250
M,25,1,61965.0,O,No Aplica,11,26,1,18-29,Internet-voz,250
H,26,5,70549.0,S,Errores en la Solicitud,3,12,0,18-29,Internet-voz,200
M,19,4,79049.0,S,No Aplica,4,11,1,18-29,Internet-voz,300
H,42,2,61965.0,C,No Aplica,11,16,1,40-49,Internet-voz,250
H,49,1,68850.0,O,No Aplica,10,23,1,40-49,Internet-voz,350
H,39,1,63749.0,O,No Aplica,6,12,1,30-39,Internet-voz,100
H,29,2,56249.0,S,No Aplica,2,26,1,18-29,Internet,100
M,30,3,55120.0,N,No Aplica,7,24,1,30-39,Internet,250
H,37,3,69749.0,S,Otro,1,18,0,30-39,Internet,300
M,63,5,66399.0,S,No Aplica,7,26,1,60-69,Internet-voz,200
M,49,1,59999.0,S,No Aplica,10,29,1,40-49,Internet-voz,100
H,42,3,62800.0,N,No Aplica,12,3,1,40-49,Internet,350
H,64,3,79049.0,C,Financiero,5,15,0,60-69,Internet-voz,300
H,64,1,79049.0,O,Tiempos y Procesos,3,28,0,60-69,Internet-voz,300
M,26,1,68850.0,O,Tiempos y Procesos,11,23,0,18-29,Internet-voz,350
H,51,3,61965.0,C,No Aplica,11,14,1,50-59,Internet-voz,250
M,54,1,68850.0,O,No Aplica,8,6,1,50-59,Internet-voz,350
H,29,5,69749.0,N,No Aplica,6,12,1,18-29,Internet,300
H,24,4,66400.0,C,Financiero,4,30,0,18-29,Internet,200
H,58,3,61965.0,S,No Aplica,7,8,1,50-59,Internet-voz,250
H,24,2,59999.0,S,No Aplica,4,29,1,18-29,Internet,100
H,58,1,79049.0,C,No Aplica,1,16,1,50-59,Internet-voz,300
H,48,4,79049.0,S,No Aplica,4,25,1,40-49,Internet-voz,300
M,63,1,61965.0,O,No Aplica,11,27,1,60-69,Internet-voz,250
H,59,1,70549.0,O,No Aplica,6,14,1,50-59,Internet-voz,200
M,57,1,79049.0,O,No Aplica,5,28,1,50-59,Internet-voz,300
M,55,2,63749.0,O,No Aplica,3,9,1,50-59,Internet-voz,100
H,63,4,63749.0,S,No Aplica,5,14,1,60-69,Internet-voz,100
M,44,3,62800.0,N,No Aplica,9,11,1,40-49,Internet,350
M,61,3,70549.0,N,Financiero,5,28,0,60-69,Internet-voz,200
H,43,3,63749.0,O,No Aplica,4,23,1,40-49,Internet-voz,100
H,25,1,63749.0,N,Tiempos y Procesos,6,24,0,18-29,Internet-voz,100
H,62,5,79920.0,S,No Aplica,11,19,1,60-69,Internet-voz,350
H,39,2,61965.0,O,Errores en la Solicitud,10,22,0,30-39,Internet-voz,250
H,27,1,68850.0,N,No Aplica,11,29,1,18-29,Internet-voz,350
M,55,5,76415.0,S,Doble Solicitud,12,3,0,50-59,Internet-voz,250
H,25,1,64800.0,O,Errores en la Solicitud,7,15,0,18-29,Internet-voz,350
H,66,2,63749.0,C,No Aplica,3,14,1,60-69,Internet-voz,100
H,48,1,63749.0,O,Financiero,3,8,0,40-49,Internet-voz,100
H,43,1,61965.0,O,No Aplica,9,23,1,40-49,Internet-voz,250
M,46,2,63749.0,C,Financiero,6,29,0,40-49,Internet-voz,100
H,18,4,70549.0,S,Errores en la Solicitud,2,10,0,18-29,Internet-voz,200
H,19,3,62250.0,S,Otro,11,21,0,18-29,Internet,200
M,47,2,61965.0,O,No Aplica,10,4,1,40-49,Internet-voz,250
M,28,4,79049.0,S,No Aplica,6,4,1,18-29,Internet-voz,300
H,35,6,79049.0,C,No Aplica,2,12,1,30-39,Internet-voz,300
M,65,3,68000.0,C,No Aplica,4,1,1,60-69,Internet,80
M,22,1,63749.0,S,Tiempos y Procesos,3,18,0,18-29,Internet-voz,100
H,18,1,63749.0,C,No Aplica,6,16,1,18-29,Internet-voz,100
H,38,3,69749.0,S,Errores en la Solicitud,2,12,0,30-39,Internet,300
H,42,3,56249.0,N,Financiero,5,27,0,40-49,Internet,100
M,41,4,74399.0,S,Errores en la Solicitud,5,16,0,40-49,Internet,300
M,51,1,63749.0,C,No Aplica,6,14,1,50-59,Internet-voz,100
H,56,5,79049.0,C,No Aplica,2,16,1,50-59,Internet-voz,300
M,27,3,69749.0,S,No Aplica,4,19,1,18-29,Internet,300
H,35,3,63749.0,S,No Aplica,5,7,1,30-39,Internet-voz,100
M,35,3,61965.0,O,Tiempos y Procesos,8,31,0,30-39,Internet-voz,250
M,25,2,63749.0,S,No Aplica,1,12,1,18-29,Internet-voz,100
H,40,3,63749.0,N,No Aplica,5,4,1,40-49,Internet-voz,100
M,22,3,63749.0,N,Doble Solicitud,5,8,0,18-29,Internet-voz,100
H,64,5,79049.0,N,Otro,2,8,0,60-69,Internet-voz,300
H,58,2,55120.0,O,No Aplica,11,7,1,50-59,Internet,250
H,41,3,64800.0,N,Errores en la Solicitud,12,11,0,40-49,Internet-voz,350
H,34,2,59999.0,O,No Aplica,3,19,1,30-39,Internet-voz,100
H,35,3,66725.0,N,No Aplica,7,5,1,30-39,Internet,350
M,28,3,56249.0,C,Falta de Interés,10,25,0,18-29,Internet,100
H,55,4,62250.0,N,No Aplica,10,18,1,50-59,Internet,200
M,23,2,63749.0,O,Tiempos y Procesos,1,17,0,18-29,Internet-voz,100
M,25,3,55120.0,O,No Aplica,9,18,1,18-29,Internet,250
H,36,3,59999.0,C,No Aplica,11,16,1,30-39,Internet-voz,100
H,51,6,79049.0,C,No Aplica,3,14,1,50-59,Internet-voz,300
H,43,1,63749.0,O,No Aplica,6,24,1,40-49,Internet-voz,100
M,29,5,82365.0,C,No Aplica,9,23,1,18-29,Internet,350
M,65,2,63749.0,S,No Aplica,6,5,1,60-69,Internet-voz,100
H,59,1,63749.0,O,Financiero,4,5,0,50-59,Internet-voz,100
M,42,3,79049.0,O,No Aplica,5,16,1,40-49,Internet-voz,300
H,53,2,79049.0,C,No Aplica,5,20,1,50-59,Internet-voz,300
H,22,2,79049.0,N,No Aplica,3,7,1,18-29,Internet-voz,300
H,58,2,56249.0,S,Doble Solicitud,4,24,0,50-59,Internet,100
H,29,3,79049.0,N,Errores en la Solicitud,5,14,0,18-29,Internet-voz,300
M,47,4,76415.0,S,No Aplica,7,18,1,40-49,Internet-voz,250
M,36,2,61965.0,N,Errores en la Solicitud,10,25,0,30-39,Internet-voz,250
H,50,5,70549.0,S,No Aplica,4,27,1,50-59,Internet-voz,200
H,61,6,79049.0,C,No Aplica,4,17,1,60-69,Internet-voz,300
M,32,5,79049.0,N,Otro,1,17,0,30-39,Internet-voz,300
M,45,3,74399.0,S,No Aplica,12,30,1,40-49,Internet-voz,300
H,65,2,62800.0,C,Errores en la Solicitud,10,4,0,60-69,Internet,350
H,39,2,61965.0,C,Falta de Interés,7,18,0,30-39,Internet-voz,250
H,56,4,69749.0,S,Errores en la Solicitud,5,30,0,50-59,Internet,300
H,31,3,70549.0,C,No Aplica,1,29,1,30-39,Internet-voz,200
M,54,3,63749.0,O,No Aplica,4,27,1,50-59,Internet-voz,100
M,41,1,61965.0,O,No Aplica,9,30,1,40-49,Internet-voz,250
H,34,2,63749.0,N,No Aplica,5,20,1,30-39,Internet-voz,100
H,23,3,56249.0,S,No Aplica,2,17,1,18-29,Internet,100
H,60,2,59999.0,O,Otro,8,24,0,60-69,Internet-voz,100
H,59,5,74399.0,C,Otro,9,12,0,50-59,Internet-voz,300
H,23,5,70549.0,S,No Aplica,5,3,1,18-29,Internet-voz,200
H,45,1,61965.0,O,Errores en la Solicitud,11,12,0,40-49,Internet-voz,250
M,38,2,61965.0,C,Errores en la Solicitud,9,19,0,30-39,Internet-voz,250
H,56,5,79049.0,N,No Aplica,3,19,1,50-59,Internet-voz,300
H,49,3,62250.0,C,No Aplica,3,6,1,40-49,Internet,200
H,22,5,63749.0,S,No Aplica,5,29,1,18-29,Internet-voz,100
M,25,2,63749.0,O,No Aplica,3,7,1,18-29,Internet-voz,100
M,39,2,63749.0,O,No Aplica,5,22,1,30-39,Internet-voz,100
M,56,2,56249.0,O,No Aplica,3,16,1,50-59,Internet,100
H,31,2,59999.0,N,Otro,1,19,0,30-39,Internet-voz,100
M,18,1,63749.0,O,No Aplica,2,22,1,18-29,Internet-voz,100
H,28,2,61965.0,O,No Aplica,10,21,1,18-29,Internet-voz,250
M,38,2,68850.0,S,No Aplica,12,10,1,30-39,Internet-voz,350
M,46,3,74399.0,N,Errores en la Solicitud,5,15,0,40-49,Internet-voz,300
H,57,4,63749.0,S,No Aplica,4,24,1,50-59,Internet-voz,100
H,18,1,63749.0,O,Doble Solicitud,4,6,0,18-29,Internet-voz,100
H,20,2,61965.0,C,No Aplica,10,15,1,18-29,Internet-voz,250
H,18,2,63749.0,C,No Aplica,2,28,1,18-29,Internet-voz,100
H,47,5,67920.0,C,No Aplica,9,3,1,40-49,Internet,250
M,60,4,69749.0,S,Errores en la Solicitud,12,7,0,60-69,Internet,300
H,37,1,61965.0,O,Financiero,9,16,0,30-39,Internet-voz,250
M,62,1,61965.0,O,No Aplica,10,8,1,60-69,Internet-voz,250
M,23,2,79049.0,C,Doble Solicitud,3,1,0,18-29,Internet-voz,300
M,35,6,70549.0,S,No Aplica,2,21,1,30-39,Internet-voz,200
H,62,4,63749.0,S,Tiempos y Procesos,5,10,0,60-69,Internet-voz,100
H,20,2,61965.0,O,No Aplica,8,14,1,18-29,Internet-voz,250
H,65,3,55120.0,N,No Aplica,8,16,1,60-69,Internet,250
H,21,2,63749.0,C,No Aplica,6,6,1,18-29,Internet-voz,100
M,37,5,76415.0,C,No Aplica,7,29,1,30-39,Internet-voz,250
H,55,3,79049.0,N,No Aplica,2,26,1,50-59,Internet-voz,300
H,46,2,55120.0,N,No Aplica,12,25,1,40-49,Internet,250
M,49,2,63749.0,C,No Aplica,5,3,1,40-49,Internet-voz,100
H,21,1,61965.0,S,No Aplica,9,21,1,18-29,Internet-voz,250
M,41,1,61965.0,O,No Aplica,10,30,1,40-49,Internet-voz,250
H,45,2,79049.0,C,No Aplica,6,4,1,40-49,Internet-voz,300
M,65,5,63749.0,C,No Aplica,3,4,1,60-69,Internet-voz,100
H,61,5,77520.0,S,No Aplica,7,8,1,60-69,Internet,350
H,41,1,68850.0,O,Financiero,9,4,0,40-49,Internet-voz,350
H,22,2,61965.0,O,No Aplica,10,31,1,18-29,Internet-voz,250
M,54,3,68850.0,N,No Aplica,8,5,1,50-59,Internet-voz,350
H,58,3,63749.0,N,Errores en la Solicitud,2,18,0,50-59,Internet-voz,100
H,49,3,69749.0,S,No Aplica,11,28,1,40-49,Internet,300
H,24,1,79049.0,O,No Aplica,5,25,1,18-29,Internet-voz,300
H,40,4,63749.0,S,Tiempos y Procesos,6,20,0,40-49,Internet-voz,100
H,31,4,69749.0,S,Errores en la Solicitud,3,19,0,30-39,Internet,300
M,46,2,63749.0,C,Tiempos y Procesos,2,8,0,40-49,Internet-voz,100
H,23,4,77520.0,S,No Aplica,9,2,1,18-29,Internet,350
H,58,2,63749.0,O,No Aplica,2,28,1,50-59,Internet-voz,100
H,45,3,66399.0,O,Otro,2,13,0,40-49,Internet-voz,200
H,51,2,62250.0,O,No Aplica,6,21,1,50-59,Internet,200
H,53,5,62250.0,S,No Aplica,9,20,1,50-59,Internet,200
H,28,4,79049.0,C,No Aplica,5,29,1,18-29,Internet-voz,300
M,62,2,63749.0,C,Financiero,6,4,0,60-69,Internet-voz,100
H,19,4,69749.0,S,Falta de Interés,2,22,0,18-29,Internet,300
M,62,2,61965.0,C,No Aplica,7,10,1,60-69,Internet-voz,250
H,44,2,63749.0,N,No Aplica,4,25,1,40-49,Internet-voz,100
M,43,1,62800.0,O,No Aplica,11,15,1,40-49,Internet,350
M,52,1,61965.0,C,No Aplica,10,26,1,50-59,Internet-voz,250
H,46,3,70549.0,C,No Aplica,6,8,1,40-49,Internet-voz,200
M,65,2,63749.0,C,No Aplica,2,12,1,60-69,Internet-voz,100
M,62,3,70549.0,N,Financiero,4,20,0,60-69,Internet-voz,200
M,33,2,61965.0,N,No Aplica,12,18,1,30-39,Internet-voz,250
M,47,1,68850.0,O,No Aplica,12,21,1,40-49,Internet-voz,350
M,43,3,61965.0,S,No Aplica,11,14,1,40-49,Internet-voz,250
M,31,5,70549.0,N,No Aplica,1,13,1,30-39,Internet-voz,200
H,43,4,63749.0,S,No Aplica,1,15,1,40-49,Internet-voz,100
H,44,2,62800.0,N,No Aplica,11,22,1,40-49,Internet,350
H,30,3,61965.0,N,No Aplica,9,23,1,30-39,Internet-voz,250
H,52,4,70549.0,S,Falta de Interés,5,30,0,50-59,Internet-voz,200
H,21,4,70549.0,S,No Aplica,12,29,1,18-29,Internet-voz,200
M,40,2,63749.0,N,No Aplica,3,5,1,40-49,Internet-voz,100
M,39,1,61965.0,O,No Aplica,12,12,1,30-39,Internet-voz,250
M,50,3,62250.0,C,Falta de Interés,7,6,0,50-59,Internet,200
M,37,3,56249.0,S,No Aplica,5,28,1,30-39,Internet,100
H,43,3,61965.0,O,Doble Solicitud,9,2,0,40-49,Internet-voz,250
H,35,2,79049.0,S,No Aplica,3,11,1,30-39,Internet-voz,300
H,36,4,79049.0,S,Financiero,3,19,0,30-39,Internet-voz,300
H,31,3,62250.0,O,Otro,11,30,0,30-39,Internet,200
M,42,3,66399.0,S,No Aplica,12,12,1,40-49,Internet-voz,200
M,30,3,79049.0,O,No Aplica,3,18,1,30-39,Internet-voz,300
H,32,2,61965.0,O,No Aplica,9,19,1,30-39,Internet-voz,250
H,43,4,70549.0,S,Errores en la Solicitud,5,15,0,40-49,Internet-voz,200
H,44,1,79049.0,O,No Aplica,5,20,1,40-49,Internet-voz,300
M,43,4,79049.0,C,No Aplica,6,17,1,40-49,Internet-voz,300
H,48,2,63749.0,O,No Aplica,5,10,1,40-49,Internet-voz,100
H,65,2,70549.0,S,No Aplica,4,15,1,60-69,Internet-voz,200
H,37,3,69749.0,C,No Aplica,6,18,1,30-39,Internet,300
M,23,2,70549.0,N,No Aplica,1,25,1,18-29,Internet-voz,200
M,22,2,63749.0,S,Financiero,5,9,0,18-29,Internet-voz,100
M,30,2,61965.0,O,No Aplica,10,31,1,30-39,Internet-voz,250
H,38,2,68850.0,S,No Aplica,12,17,1,30-39,Internet-voz,350
M,66,6,79049.0,C,No Aplica,6,28,1,60-69,Internet-voz,300
H,33,3,68850.0,C,No Aplica,8,8,1,30-39,Internet-voz,350
M,29,2,68850.0,C,No Aplica,11,18,1,18-29,Internet-voz,350
M,18,1,63749.0,O,No Aplica,5,28,1,18-29,Internet-voz,100
H,19,3,68850.0,N,No Aplica,12,30,1,18-29,Internet-voz,350
M,32,1,74399.0,O,No Aplica,8,15,1,30-39,Internet-voz,300
H,59,2,62800.0,O,No Aplica,1,13,1,50-59,Internet,350
H,56,2,59999.0,N,Otro,1,17,0,50-59,Internet-voz,100
H,63,2,79049.0,O,No Aplica,3,27,1,60-69,Internet-voz,300
H,66,3,74399.0,S,No Aplica,6,7,1,60-69,Internet-voz,300
H,22,4,74399.0,S,Falta de Interés,1,10,0,18-29,Internet-voz,300
M,30,1,61965.0,O,No Aplica,8,28,1,30-39,Internet-voz,250
M,40,3,70549.0,N,Tiempos y Procesos,3,23,0,40-49,Internet-voz,200
H,30,5,72165.0,S,No Aplica,7,12,1,30-39,Internet,250
M,29,2,63749.0,S,No Aplica,3,12,1,18-29,Internet-voz,100
M,36,2,79049.0,S,Otro,2,15,0,30-39,Internet-voz,300
H,65,3,70549.0,C,Doble Solicitud,3,13,0,60-69,Internet-voz,200
M,56,2,70549.0,N,No Aplica,3,18,1,50-59,Internet-voz,200
H,62,3,68850.0,S,No Aplica,8,20,1,60-69,Internet-voz,350
H,36,5,66399.0,N,No Aplica,8,16,1,30-39,Internet-voz,200
M,49,4,70549.0,N,No Aplica,2,2,1,40-49,Internet-voz,200
H,59,3,61965.0,S,Financiero,12,27,0,50-59,Internet-voz,250
H,18,2,63749.0,O,No Aplica,2,26,1,18-29,Internet-voz,100
M,30,3,64800.0,S,No Aplica,12,11,1,30-39,Internet-voz,350
H,29,3,74399.0,S,No Aplica,4,13,1,18-29,Internet-voz,300
M,31,2,62250.0,C,Errores en la Solicitud,12,5,0,30-39,Internet,200
H,27,1,68850.0,O,No Aplica,8,28,1,18-29,Internet-voz,350
M,32,4,79049.0,S,Doble Solicitud,2,23,0,30-39,Internet-voz,300
H,40,2,66399.0,C,No Aplica,12,27,1,40-49,Internet-voz,200
M,43,3,70549.0,N,No Aplica,3,27,1,40-49,Internet-voz,200
H,34,2,70549.0,O,No Aplica,5,3,1,30-39,Internet-voz,200
M,65,1,70549.0,O,No Aplica,2,16,1,60-69,Internet-voz,200
M,42,3,68850.0,C,No Aplica,11,28,1,40-49,Internet-voz,350
H,46,3,61965.0,C,No Aplica,10,30,1,40-49,Internet-voz,250
H,52,3,79049.0,N,Financiero,3,17,0,50-59,Internet-voz,300
H,33,1,63749.0,O,No Aplica,3,11,1,30-39,Internet-voz,100
H,26,4,56249.0,N,Otro,1,26,0,18-29,Internet,100
M,32,4,67920.0,S,Errores en la Solicitud,7,24,0,30-39,Internet,250
H,57,2,61965.0,O,Financiero,7,13,0,50-59,Internet-voz,250
H,64,6,59999.0,S,No Aplica,10,30,1,60-69,Internet-voz,100
M,47,1,62800.0,N,No Aplica,8,20,1,40-49,Internet,350
M,34,4,69749.0,S,Errores en la Solicitud,11,9,0,30-39,Internet,300
M,37,3,61965.0,N,No Aplica,10,24,1,30-39,Internet-voz,250
M,44,3,62250.0,C,Financiero,2,27,0,40-49,Internet,200
H,61,1,68850.0,O,Financiero,8,13,0,60-69,Internet-voz,350
M,52,4,63749.0,N,Falta de Interés,2,28,0,50-59,Internet-voz,100
M,40,3,55120.0,N,No Aplica,10,8,1,40-49,Internet,250
H,62,2,63749.0,N,No Aplica,5,24,1,60-69,Internet-voz,100
M,18,2,61965.0,N,No Aplica,10,29,1,18-29,Internet-voz,250
H,47,2,63749.0,C,No Aplica,3,20,1,40-49,Internet-voz,100
H,59,1,61965.0,O,Tiempos y Procesos,8,21,0,50-59,Internet-voz,250
M,32,5,59999.0,C,No Aplica,4,18,1,30-39,Internet,100
M,34,3,74999.0,O,Financiero,4,1,0,30-39,Internet-voz,100
M,41,2,63749.0,S,Errores en la Solicitud,6,24,0,40-49,Internet-voz,100
H,49,2,58320.0,O,Financiero,7,4,0,40-49,Internet-voz,250
H,49,1,61965.0,O,No Aplica,12,23,1,40-49,Internet-voz,250
H,60,2,63749.0,O,No Aplica,3,14,1,60-69,Internet-voz,100
M,38,4,76415.0,S,No Aplica,7,12,1,30-39,Internet-voz,250
H,56,2,69749.0,O,No Aplica,3,3,1,50-59,Internet,300
H,35,5,79049.0,N,Otro,1,12,0,30-39,Internet-voz,300
H,53,2,66399.0,N,No Aplica,5,28,1,50-59,Internet-voz,200
H,45,4,79049.0,S,No Aplica,1,13,1,40-49,Internet-voz,300
M,45,4,76415.0,S,No Aplica,11,13,1,40-49,Internet-voz,250
M,61,4,82999.0,N,Errores en la Solicitud,1,2,0,60-69,Internet-voz,200
H,62,3,70549.0,N,Tiempos y Procesos,5,10,0,60-69,Internet-voz,200
M,40,1,68850.0,O,No Aplica,9,16,1,40-49,Internet-voz,350
H,58,2,74999.0,C,No Aplica,4,4,1,50-59,Internet-voz,100
M,41,1,63749.0,O,Tiempos y Procesos,4,25,0,40-49,Internet-voz,100
H,28,1,63749.0,O,Financiero,5,16,0,18-29,Internet-voz,100
M,51,2,79049.0,C,No Aplica,3,12,1,50-59,Internet-voz,300
H,52,2,82999.0,C,Financiero,4,4,0,50-59,Internet-voz,200
H,48,2,63749.0,S,Financiero,5,14,0,40-49,Internet-voz,100
M,36,3,69749.0,N,Errores en la Solicitud,3,1,0,30-39,Internet,300
